Name	,	Latitude	,	Longitude	,	Time
User 1	,	39.984523	,	116.315823	,	2:54:25
User 1	,	39.984574	,	116.315611	,	2:54:30
User 1	,	39.984568	,	116.315407	,	2:54:35
User 1	,	39.984538	,	116.315148	,	2:54:40
User 1	,	39.984501	,	116.314907	,	2:54:45
User 1	,	39.984532	,	116.314808	,	2:54:50
User 1	,	39.984504	,	116.314625	,	2:54:55
User 1	,	39.984485	,	116.314426	,	2:55:00
User 1	,	39.984427	,	116.31424	,	2:55:05
User 1	,	39.984485	,	116.314042	,	2:55:10
User 1	,	39.98448	,	116.313818	,	2:55:15
User 1	,	39.984501	,	116.313659	,	2:55:20
User 1	,	39.984618	,	116.314323	,	2:55:25
User 1	,	39.984649	,	116.314107	,	2:55:30
User 1	,	39.984621	,	116.313941	,	2:55:35
User 1	,	39.984655	,	116.313724	,	2:55:40
User 1	,	39.984681	,	116.313521	,	2:55:45
User 1	,	39.984708	,	116.313311	,	2:55:50
User 1	,	39.984708	,	116.313099	,	2:55:55
User 1	,	39.984696	,	116.312921	,	2:56:00
User 1	,	39.984677	,	116.312746	,	2:56:05
User 1	,	39.984682	,	116.312525	,	2:56:10
User 1	,	39.984649	,	116.312332	,	2:56:15
User 1	,	39.984641	,	116.312123	,	2:56:20
User 1	,	39.984647	,	116.311917	,	2:56:25
User 1	,	39.984654	,	116.31172	,	2:56:30
User 1	,	39.984631	,	116.311569	,	2:56:35
User 1	,	39.984647	,	116.31138	,	2:56:40
User 1	,	39.984653	,	116.311189	,	2:56:45
User 1	,	39.984628	,	116.311026	,	2:56:50
User 1	,	39.984652	,	116.310854	,	2:56:55
User 1	,	39.984656	,	116.31066	,	2:57:00
User 1	,	39.984616	,	116.310534	,	2:57:05
User 1	,	39.984676	,	116.31033	,	2:57:10
User 1	,	39.984698	,	116.310063	,	2:57:15
User 1	,	39.984696	,	116.309937	,	2:57:20
User 1	,	39.984663	,	116.309851	,	2:57:25
User 1	,	39.984598	,	116.309749	,	2:57:30
User 1	,	39.98454	,	116.309656	,	2:57:35
User 1	,	39.984525	,	116.309503	,	2:57:40
User 1	,	39.984498	,	116.309348	,	2:57:45
User 1	,	39.984481	,	116.309173	,	2:57:50
User 1	,	39.984489	,	116.308993	,	2:57:55
User 1	,	39.98447	,	116.308827	,	2:58:00
User 1	,	39.98449	,	116.308638	,	2:58:05
User 1	,	39.98449	,	116.308485	,	2:58:10
User 1	,	39.984494	,	116.308351	,	2:58:15
User 1	,	39.984499	,	116.308201	,	2:58:20
User 1	,	39.984484	,	116.308049	,	2:58:25
User 1	,	39.984491	,	116.307902	,	2:58:30
User 1	,	39.984499	,	116.307809	,	2:58:35
User 1	,	39.984472	,	116.307687	,	2:58:40
User 1	,	39.984493	,	116.307548	,	2:58:45
User 1	,	39.984488	,	116.307434	,	2:58:50
User 1	,	39.984427	,	116.307292	,	2:58:55
User 1	,	39.984428	,	116.307126	,	2:59:00
User 1	,	39.984432	,	116.306943	,	2:59:05
User 1	,	39.984425	,	116.306801	,	2:59:10
User 1	,	39.984438	,	116.306633	,	2:59:15
User 1	,	39.984462	,	116.306486	,	2:59:20
User 1	,	39.984466	,	116.3063	,	2:59:25
User 1	,	39.984456	,	116.306047	,	2:59:30
User 1	,	39.984454	,	116.305854	,	2:59:35
User 1	,	39.984412	,	116.305682	,	2:59:40
User 1	,	39.98441	,	116.305466	,	2:59:45
User 1	,	39.984406	,	116.305281	,	2:59:50
User 1	,	39.984393	,	116.305023	,	2:59:55
User 1	,	39.984356	,	116.304909	,	3:00:00
User 1	,	39.984352	,	116.304704	,	3:00:05
User 1	,	39.984338	,	116.304543	,	3:00:10
User 1	,	39.984338	,	116.304315	,	3:00:15
User 1	,	39.984349	,	116.304083	,	3:00:20
User 1	,	39.984368	,	116.303934	,	3:00:25
User 1	,	39.984437	,	116.303813	,	3:00:30
User 1	,	39.984429	,	116.303672	,	3:00:35
User 1	,	39.984342	,	116.303444	,	3:00:40
User 1	,	39.984365	,	116.303298	,	3:00:45
User 1	,	39.984368	,	116.303132	,	3:00:50
User 1	,	39.984385	,	116.30292	,	3:00:55
User 1	,	39.98438	,	116.302754	,	3:01:00
User 1	,	39.984346	,	116.302601	,	3:01:05
User 1	,	39.984303	,	116.302457	,	3:01:10
User 1	,	39.984344	,	116.302271	,	3:01:15
User 1	,	39.984341	,	116.302094	,	3:01:20
User 1	,	39.984359	,	116.301888	,	3:01:25
User 1	,	39.984379	,	116.301693	,	3:01:30
User 1	,	39.984345	,	116.3015	,	3:01:35
User 1	,	39.984345	,	116.301309	,	3:01:40
User 1	,	39.984338	,	116.301107	,	3:01:45
User 1	,	39.984344	,	116.300877	,	3:01:50
User 1	,	39.984278	,	116.300674	,	3:01:55
User 1	,	39.984276	,	116.300462	,	3:02:00
User 1	,	39.984278	,	116.300307	,	3:02:05
User 1	,	39.984252	,	116.300156	,	3:02:10
User 1	,	39.984288	,	116.299943	,	3:02:15
User 1	,	39.984283	,	116.29981	,	3:02:20
User 1	,	39.984335	,	116.299744	,	3:02:25
User 1	,	39.984312	,	116.299703	,	3:02:30
User 1	,	39.984177	,	116.299699	,	3:02:35
User 1	,	39.98414	,	116.299697	,	3:02:40
User 1	,	39.984204	,	116.299721	,	3:02:45
User 1	,	39.984258	,	116.299736	,	3:02:50
User 1	,	39.984031	,	116.299573	,	3:02:55
User 1	,	39.98379	,	116.299578	,	3:03:00
User 1	,	39.983726	,	116.299566	,	3:03:05
User 1	,	39.983692	,	116.299496	,	3:03:10
User 1	,	39.983685	,	116.299476	,	3:03:15
User 1	,	39.983639	,	116.299425	,	3:03:20
User 1	,	39.983629	,	116.299353	,	3:03:25
User 1	,	39.983641	,	116.299279	,	3:03:30
User 1	,	39.983557	,	116.299235	,	3:03:35
User 1	,	39.983509	,	116.299238	,	3:03:40
User 1	,	39.983413	,	116.299267	,	3:03:45
User 1	,	39.983353	,	116.299305	,	3:03:50
User 1	,	39.983337	,	116.299321	,	3:03:55
User 1	,	39.9833	,	116.299314	,	3:04:00
User 1	,	39.9833	,	116.299314	,	3:04:03
User 1	,	39.983304	,	116.299307	,	3:04:05
User 1	,	39.983279	,	116.299311	,	3:04:10
User 1	,	39.983302	,	116.299302	,	3:04:15
User 1	,	39.983276	,	116.299265	,	3:04:20
User 1	,	39.983322	,	116.299191	,	3:04:25
User 1	,	39.983403	,	116.299147	,	3:04:30
User 1	,	39.983548	,	116.299083	,	3:04:35
User 1	,	39.983675	,	116.299031	,	3:04:40
User 1	,	39.983663	,	116.298932	,	3:04:45
User 1	,	39.983533	,	116.298903	,	3:04:50
User 1	,	39.98359	,	116.298869	,	3:04:55
User 1	,	39.983723	,	116.298825	,	3:05:00
User 1	,	39.983902	,	116.298773	,	3:05:05
User 1	,	39.984045	,	116.298725	,	3:05:10
User 1	,	39.984019	,	116.298663	,	3:05:15
User 1	,	39.995777	,	116.286798	,	4:08:07
User 1	,	39.996832	,	116.285446	,	4:08:12
User 1	,	39.984397	,	116.299292	,	4:08:42
User 1	,	39.984426	,	116.299329	,	4:08:47
User 1	,	39.984499	,	116.299413	,	4:08:52
User 1	,	39.984424	,	116.299467	,	4:08:57
User 1	,	39.98441	,	116.299477	,	4:09:02
User 1	,	39.984421	,	116.299569	,	4:09:07
User 1	,	39.984518	,	116.29953	,	4:09:12
User 1	,	39.984488	,	116.299645	,	4:09:17
User 1	,	39.98454	,	116.299523	,	4:09:22
User 1	,	39.98446	,	116.299528	,	4:09:27
User 1	,	39.984463	,	116.299508	,	4:09:32
User 1	,	39.984501	,	116.299473	,	4:09:37
User 1	,	39.984532	,	116.299451	,	4:09:42
User 1	,	39.984532	,	116.299451	,	4:09:45
User 1	,	39.984527	,	116.299451	,	4:09:47
User 1	,	39.984517	,	116.299447	,	4:09:52
User 1	,	39.984509	,	116.299438	,	4:09:57
User 1	,	39.984497	,	116.299411	,	4:10:02
User 1	,	39.984499	,	116.299405	,	4:10:07
User 1	,	39.984498	,	116.299407	,	4:10:12
User 1	,	39.984498	,	116.299407	,	4:10:15
User 1	,	39.984493	,	116.299412	,	4:10:17
User 1	,	39.984498	,	116.299466	,	4:10:22
User 1	,	39.984546	,	116.29941	,	4:10:27
User 1	,	39.984638	,	116.299318	,	4:10:32
User 1	,	39.98473	,	116.299315	,	4:10:37
User 1	,	39.984753	,	116.299305	,	4:10:42
User 1	,	39.984789	,	116.299297	,	4:10:47
User 1	,	39.984795	,	116.299391	,	4:10:52
User 1	,	39.984778	,	116.299504	,	4:10:57
User 1	,	39.984743	,	116.299617	,	4:11:02
User 1	,	39.984671	,	116.299625	,	4:11:07
User 1	,	39.984694	,	116.299536	,	4:11:12
User 1	,	39.984733	,	116.29952	,	4:11:17
User 1	,	39.983841	,	116.299902	,	4:11:22
User 1	,	39.983861	,	116.300177	,	4:11:27
User 1	,	39.983842	,	116.300329	,	4:11:32
User 1	,	39.983984	,	116.300308	,	4:11:37
User 1	,	39.984126	,	116.300188	,	4:11:42
User 1	,	39.984246	,	116.300058	,	4:11:47
User 1	,	39.984373	,	116.300019	,	4:11:52
User 1	,	39.984533	,	116.300043	,	4:11:57
User 1	,	39.984723	,	116.300058	,	4:12:02
User 1	,	39.984789	,	116.300151	,	4:12:07
User 1	,	39.984837	,	116.300216	,	4:12:12
User 1	,	39.984859	,	116.300332	,	4:12:17
User 1	,	39.984888	,	116.300514	,	4:12:22
User 1	,	39.984896	,	116.300689	,	4:12:27
User 1	,	39.984905	,	116.300885	,	4:12:32
User 1	,	39.984911	,	116.301049	,	4:12:37
User 1	,	39.984925	,	116.301221	,	4:12:42
User 1	,	39.98493	,	116.301391	,	4:12:47
User 1	,	39.984938	,	116.301568	,	4:12:52
User 1	,	39.984948	,	116.301741	,	4:12:57
User 1	,	39.984945	,	116.301915	,	4:13:02
User 1	,	39.984953	,	116.302055	,	4:13:07
User 1	,	39.984953	,	116.302264	,	4:13:12
User 1	,	39.98496	,	116.302488	,	4:13:17
User 1	,	39.984973	,	116.302679	,	4:13:22
User 1	,	39.984983	,	116.30286	,	4:13:27
User 1	,	39.985009	,	116.303037	,	4:13:32
User 1	,	39.985043	,	116.303258	,	4:13:37
User 1	,	39.98503	,	116.303496	,	4:13:42
User 1	,	39.985039	,	116.303685	,	4:13:47
User 1	,	39.985028	,	116.303884	,	4:13:52
User 1	,	39.984993	,	116.304067	,	4:13:57
User 1	,	39.985027	,	116.304163	,	4:14:02
User 1	,	39.985038	,	116.30426	,	4:14:07
User 1	,	39.985042	,	116.304459	,	4:14:12
User 1	,	39.985029	,	116.304647	,	4:14:17
User 1	,	39.985023	,	116.304811	,	4:14:22
User 1	,	39.985031	,	116.304927	,	4:14:27
User 1	,	39.985082	,	116.305192	,	4:14:32
User 1	,	39.985105	,	116.305348	,	4:14:37
User 1	,	39.985132	,	116.305499	,	4:14:42
User 1	,	39.985169	,	116.305649	,	4:14:47
User 1	,	39.985135	,	116.305834	,	4:14:52
User 1	,	39.985146	,	116.305984	,	4:14:57
User 1	,	39.985131	,	116.306178	,	4:15:02
User 1	,	39.985127	,	116.306363	,	4:15:07
User 1	,	39.985135	,	116.306531	,	4:15:12
User 1	,	39.985157	,	116.306711	,	4:15:17
User 1	,	39.98517	,	116.306893	,	4:15:22
User 1	,	39.985154	,	116.307092	,	4:15:27
User 1	,	39.985184	,	116.307341	,	4:15:32
User 1	,	39.98521	,	116.30751	,	4:15:37
User 1	,	39.985231	,	116.307633	,	4:15:42
User 1	,	39.98526	,	116.307735	,	4:15:47
User 1	,	39.98524	,	116.307933	,	4:15:52
User 1	,	39.985225	,	116.308133	,	4:15:57
User 1	,	39.985256	,	116.308313	,	4:16:02
User 1	,	39.985218	,	116.308579	,	4:16:07
User 1	,	39.985201	,	116.308774	,	4:16:12
User 1	,	39.985203	,	116.30898	,	4:16:17
User 1	,	39.985221	,	116.309152	,	4:16:22
User 1	,	39.985194	,	116.30931	,	4:16:27
User 1	,	39.985161	,	116.309494	,	4:16:32
User 1	,	39.98519	,	116.309701	,	4:16:37
User 1	,	39.985202	,	116.309888	,	4:16:42
User 1	,	39.985282	,	116.30998	,	4:16:47
User 1	,	39.985443	,	116.30998	,	4:16:52
User 1	,	39.985579	,	116.309969	,	4:16:57
User 1	,	39.985721	,	116.309961	,	4:17:02
User 1	,	39.98584	,	116.309941	,	4:17:07
User 1	,	39.98595	,	116.309978	,	4:17:12
User 1	,	39.986051	,	116.310034	,	4:17:17
User 1	,	39.986174	,	116.310025	,	4:17:22
User 1	,	39.986305	,	116.309956	,	4:17:27
User 1	,	39.986461	,	116.309885	,	4:17:32
User 1	,	39.986611	,	116.309862	,	4:17:37
User 1	,	39.986697	,	116.309893	,	4:17:42
User 1	,	39.986793	,	116.309956	,	4:17:47
User 1	,	39.986929	,	116.309974	,	4:17:52
User 1	,	39.987073	,	116.309987	,	4:17:57
User 1	,	39.987211	,	116.310004	,	4:18:02
User 1	,	39.987325	,	116.31007	,	4:18:07
User 1	,	39.987458	,	116.310084	,	4:18:12
User 1	,	39.987591	,	116.310088	,	4:18:17
User 1	,	39.987747	,	116.310049	,	4:18:22
User 1	,	39.987884	,	116.310027	,	4:18:27
User 1	,	39.988008	,	116.310059	,	4:18:32
User 1	,	39.988111	,	116.310052	,	4:18:37
User 1	,	39.988293	,	116.309902	,	4:18:42
User 1	,	39.988397	,	116.309931	,	4:18:47
User 1	,	39.988553	,	116.309866	,	4:18:52
User 1	,	39.988679	,	116.309824	,	4:18:57
User 1	,	39.988772	,	116.309784	,	4:19:02
User 1	,	39.988901	,	116.309793	,	4:19:07
User 1	,	39.989029	,	116.309833	,	4:19:12
User 1	,	39.989173	,	116.309866	,	4:19:17
User 1	,	39.989287	,	116.309905	,	4:19:22
User 1	,	39.989392	,	116.309949	,	4:19:27
User 1	,	39.989519	,	116.310031	,	4:19:32
User 1	,	39.989628	,	116.310049	,	4:19:37
User 1	,	39.989762	,	116.310024	,	4:19:42
User 1	,	39.989838	,	116.310098	,	4:19:47
User 1	,	39.989981	,	116.310115	,	4:19:52
User 1	,	39.990089	,	116.310169	,	4:19:57
User 1	,	39.990219	,	116.310215	,	4:20:02
User 1	,	39.990325	,	116.310258	,	4:20:07
User 1	,	39.990406	,	116.310277	,	4:20:12
User 1	,	39.99056	,	116.31019	,	4:20:17
User 1	,	39.99065	,	116.310134	,	4:20:22
User 1	,	39.990693	,	116.310114	,	4:20:27
User 1	,	39.990696	,	116.310111	,	4:20:32
User 1	,	39.990698	,	116.310105	,	4:20:37
User 1	,	39.990698	,	116.310103	,	4:20:42
User 1	,	39.990696	,	116.310101	,	4:20:47
User 1	,	39.990695	,	116.310095	,	4:20:52
User 1	,	39.990692	,	116.310092	,	4:20:57
User 1	,	39.99069	,	116.31009	,	4:21:02
User 1	,	39.990689	,	116.310088	,	4:21:07
User 1	,	39.990689	,	116.310087	,	4:21:12
User 1	,	39.990689	,	116.310087	,	4:21:15
User 1	,	39.990696	,	116.31009	,	4:21:17
User 1	,	39.990743	,	116.310066	,	4:21:22
User 1	,	39.990793	,	116.310109	,	4:21:27
User 1	,	39.990837	,	116.310205	,	4:21:32
User 1	,	39.990873	,	116.310318	,	4:21:37
User 1	,	39.990887	,	116.310479	,	4:21:42
User 1	,	39.990874	,	116.310657	,	4:21:47
User 1	,	39.990906	,	116.310827	,	4:21:52
User 1	,	39.990921	,	116.310971	,	4:21:57
User 1	,	39.990933	,	116.311149	,	4:22:02
User 1	,	39.990969	,	116.311312	,	4:22:07
User 1	,	39.990994	,	116.311507	,	4:22:12
User 1	,	39.991014	,	116.311693	,	4:22:17
User 1	,	39.99101	,	116.311915	,	4:22:22
User 1	,	39.991033	,	116.312107	,	4:22:27
User 1	,	39.991055	,	116.312282	,	4:22:32
User 1	,	39.991058	,	116.312473	,	4:22:37
User 1	,	39.991032	,	116.312666	,	4:22:42
User 1	,	39.991024	,	116.312853	,	4:22:47
User 1	,	39.991022	,	116.313047	,	4:22:52
User 1	,	39.991018	,	116.313244	,	4:22:57
User 1	,	39.991016	,	116.313469	,	4:23:02
User 1	,	39.991035	,	116.313681	,	4:23:07
User 1	,	39.991063	,	116.31384	,	4:23:12
User 1	,	39.991072	,	116.31403	,	4:23:17
User 1	,	39.991068	,	116.314209	,	4:23:22
User 1	,	39.991095	,	116.314385	,	4:23:27
User 1	,	39.991113	,	116.314596	,	4:23:32
User 1	,	39.991128	,	116.314797	,	4:23:37
User 1	,	39.991127	,	116.315003	,	4:23:42
User 1	,	39.991148	,	116.315193	,	4:23:47
User 1	,	39.991176	,	116.315342	,	4:23:52
User 1	,	39.991215	,	116.315529	,	4:23:57
User 1	,	39.991209	,	116.315643	,	4:24:02
User 1	,	39.991191	,	116.31579	,	4:24:07
User 1	,	39.991188	,	116.315958	,	4:24:12
User 1	,	39.991189	,	116.316172	,	4:24:17
User 1	,	39.991186	,	116.316381	,	4:24:22
User 1	,	39.991194	,	116.316575	,	4:24:27
User 1	,	39.991208	,	116.316756	,	4:24:32
User 1	,	39.99122	,	116.316999	,	4:24:37
User 1	,	39.991197	,	116.317235	,	4:24:42
User 1	,	39.991183	,	116.317452	,	4:24:47
User 1	,	39.991164	,	116.317661	,	4:24:52
User 1	,	39.991187	,	116.317874	,	4:24:57
User 1	,	39.991179	,	116.318083	,	4:25:02
User 1	,	39.991132	,	116.318231	,	4:25:07
User 1	,	39.991169	,	116.31848	,	4:25:12
User 1	,	39.991183	,	116.318691	,	4:25:17
User 1	,	39.991204	,	116.318904	,	4:25:22
User 1	,	39.991201	,	116.319098	,	4:25:27
User 1	,	39.991194	,	116.319315	,	4:25:32
User 1	,	39.991187	,	116.31949	,	4:25:37
User 1	,	39.991206	,	116.319683	,	4:25:42
User 1	,	39.991239	,	116.319866	,	4:25:47
User 1	,	39.991258	,	116.320062	,	4:25:52
User 1	,	39.991282	,	116.320255	,	4:25:57
User 1	,	39.991288	,	116.320445	,	4:26:02
User 1	,	39.991308	,	116.320622	,	4:26:07
User 1	,	39.991325	,	116.320803	,	4:26:12
User 1	,	39.991352	,	116.321002	,	4:26:17
User 1	,	39.991382	,	116.321179	,	4:26:22
User 1	,	39.991388	,	116.321384	,	4:26:27
User 1	,	39.991389	,	116.321583	,	4:26:32
User 1	,	39.991368	,	116.321736	,	4:26:37
User 1	,	39.99141	,	116.321874	,	4:26:42
User 1	,	39.991412	,	116.322004	,	4:26:47
User 1	,	39.991406	,	116.322176	,	4:26:52
User 1	,	39.991403	,	116.322296	,	4:26:57
User 1	,	39.991401	,	116.322436	,	4:27:02
User 1	,	39.991477	,	116.322668	,	4:27:07
User 1	,	39.991591	,	116.322784	,	4:27:12
User 1	,	39.991716	,	116.322778	,	4:27:17
User 1	,	39.991863	,	116.322774	,	4:27:22
User 1	,	39.992007	,	116.322784	,	4:27:27
User 1	,	39.992201	,	116.322812	,	4:27:32
User 1	,	39.992365	,	116.3228	,	4:27:37
User 1	,	39.992456	,	116.322797	,	4:27:42
User 1	,	39.9926	,	116.32281	,	4:27:47
User 1	,	39.992777	,	116.322891	,	4:27:52
User 1	,	39.992883	,	116.322891	,	4:27:57
User 1	,	39.993001	,	116.322713	,	4:28:02
User 1	,	39.993077	,	116.322617	,	4:28:07
User 1	,	39.993222	,	116.322651	,	4:28:12
User 1	,	39.993429	,	116.32276	,	4:28:17
User 1	,	39.993535	,	116.322744	,	4:28:22
User 1	,	39.99364	,	116.322658	,	4:28:27
User 1	,	39.993796	,	116.322579	,	4:28:32
User 1	,	39.994055	,	116.322804	,	4:28:37
User 1	,	39.994175	,	116.322829	,	4:28:42
User 1	,	39.994276	,	116.322786	,	4:28:47
User 1	,	39.994471	,	116.322763	,	4:28:52
User 1	,	39.994648	,	116.322723	,	4:28:57
User 1	,	39.99481	,	116.322641	,	4:29:02
User 1	,	39.994946	,	116.322625	,	4:29:07
User 1	,	39.995093	,	116.32262	,	4:29:12
User 1	,	39.995235	,	116.322606	,	4:29:17
User 1	,	39.995392	,	116.322607	,	4:29:22
User 1	,	39.995567	,	116.322533	,	4:29:27
User 1	,	39.995718	,	116.32252	,	4:29:32
User 1	,	39.995852	,	116.322517	,	4:29:37
User 1	,	39.995993	,	116.322556	,	4:29:42
User 1	,	39.99611	,	116.322544	,	4:29:47
User 1	,	39.996234	,	116.322552	,	4:29:52
User 1	,	39.996392	,	116.322481	,	4:29:57
User 1	,	39.996534	,	116.322464	,	4:30:02
User 1	,	39.996632	,	116.322425	,	4:30:07
User 1	,	39.996645	,	116.322412	,	4:30:12
User 1	,	39.996725	,	116.322348	,	4:30:17
User 1	,	39.996881	,	116.322337	,	4:30:22
User 1	,	39.997081	,	116.322428	,	4:30:27
User 1	,	39.997277	,	116.322428	,	4:30:32
User 1	,	39.997592	,	116.322314	,	4:30:37
User 1	,	39.99775	,	116.322301	,	4:30:42
User 1	,	39.997865	,	116.322317	,	4:30:47
User 1	,	39.997988	,	116.32231	,	4:30:52
User 1	,	39.998151	,	116.322261	,	4:30:57
User 1	,	39.998307	,	116.322268	,	4:31:02
User 1	,	39.998452	,	116.322236	,	4:31:07
User 1	,	39.998603	,	116.322225	,	4:31:12
User 1	,	39.998753	,	116.322225	,	4:31:17
User 1	,	39.998895	,	116.322254	,	4:31:22
User 1	,	39.999078	,	116.322196	,	4:31:27
User 1	,	39.999218	,	116.322176	,	4:31:32
User 1	,	39.999364	,	116.322161	,	4:31:37
User 1	,	39.999484	,	116.322148	,	4:31:42
User 1	,	39.999607	,	116.322178	,	4:31:47
User 1	,	39.999602	,	116.322324	,	4:31:52
User 1	,	39.999603	,	116.322434	,	4:31:57
User 1	,	39.999586	,	116.322587	,	4:32:02
User 1	,	39.999573	,	116.32276	,	4:32:07
User 1	,	39.999572	,	116.322932	,	4:32:12
User 1	,	39.999565	,	116.323134	,	4:32:17
User 1	,	39.999569	,	116.32328	,	4:32:22
User 1	,	39.999575	,	116.323448	,	4:32:27
User 1	,	39.999568	,	116.323605	,	4:32:32
User 1	,	39.999558	,	116.323605	,	4:32:37
User 1	,	39.999581	,	116.323732	,	4:32:42
User 1	,	39.999653	,	116.324069	,	4:32:47
